------WebKitFormBoundaryYIJBpG31nsgecRaJ
Content-Disposition: form-data; name="file"; filename="ant.csv"
Content-Type: text/csv

System ,WMC,DIT,NOC,CBO,LCOM,fan-in,fan-out,LOC,MAXCC,AVGCC,BUGS
ant,5,4,0,2,10,0,2,28,1,0.8,2
ant,3,1,0,5,0,5,1,103,13,4.5555555,0
ant,27,4,0,2,351,0,2,171,3,1.1010104,2
ant,1,1,0,0,0,0,0,1,1,1,0
ant,17,4,0,2,135,0,2,123,3,1.1754705,2
ant,7,2,0,2,11,1,1,45,1,0.71228573,0
ant,13,1,0,2,120,1,1,13,1,1,1
ant,5,1,2,7,13,4,3,137,20,4.5,5
ant,4,3,0,5,2,5,0,31,1,0.5,1
ant,7,4,0,3,21,0,3,311,1,0.85712287,2
ant,5,2,0,20,10,2,18,512,34,11.833333,8
ant,2,1,0,5,1,2,3,2,1,1,1
ant,1,1,0,4,0,4,0,20,0,0,5
ant,4,4,0,7,0,1,5,108,5,2,5
ant,5,1,0,2,13,1,1,5,1,1,1
ant,10,1,0,5,55,2,3,13,1,1,1
ant,5,1,1,5,0,3,2,254,22,5,1
ant,4,1,0,2,5,1,1,4,1,1,1
ant,5,1,7,10,10,7,3,17,1,0.5,0
ant,1,4,1,0,0,0,0,10,0,0,0
ant,8,2,2,10,18,11,2,511,2,1.25,1
ant,13,4,0,3,105,1,2,1115,5,1.7333333,2
ant,7,3,0,10,21,3,8,207,2,0.85712287,1
ant,7,4,0,3,21,0,3,311,1,0.85712287,2
ant,3,2,0,3,0,1,2,35,3,1.5555555,0
ant,2,1,0,0,1,0,0,2,1,1,0
ant,13,1,0,0,78,0,0,13,1,1,0
ant,4,1,0,11,5,11,0,5,1,1,2
ant,2,1,0,0,1,0,0,2,1,1,0
ant,13,1,0,5,120,0,5,13,1,1,1
ant,2,1,0,2,1,1,1,2,1,1,1
ant,1,2,0,7,0,3,4,25,0,0,0
ant,3,4,0,2,3,0,2,17,1,0.5555557,2
ant,1,1,0,0,0,0,0,1,1,1,0
ant,3,4,0,2,3,0,2,111,1,0.5555557,2
ant,5,1,0,1,13,0,1,5,1,1,1
ant,12,1,0,0,55,0,0,12,1,1,0
ant,5,1,1,10,11,2,11,413,1,0.8333333,0
ant,3,4,0,2,3,0,2,17,1,0.5555557,2
ant,12,2,0,10,71,3,7,2111,5,1.2857123,1
ant,25,1,0,0,300,0,0,37,1,1,0
ant,3,3,0,3,0,2,1,21,1,0.5555557,0
ant,5,4,0,2,10,0,2,28,1,0.8,2
ant,10,1,0,13,111,10,5,310,3,1.4,10
ant,32,1,0,13,0,2,12,812,1,0.110525,5
ant,5,1,0,0,10,0,0,5,1,1,0
ant,4,1,0,5,0,5,0,40,2,0.75,0
ant,4,2,0,4,0,3,1,133,4,2.25,0
ant,13,3,0,25,87,3,26,1345,12,2.0555555,20
ant,4,2,0,5,2,3,2,123,2,1,0
ant,111,1,0,0,171,0,0,111,1,1,0
ant,1,1,0,4,0,3,1,13,0,0,7
ant,2,3,0,0,0,0,0,13,1,0.5,0
ant,34,1,0,0,551,0,0,34,1,1,0
ant,7,1,0,52,21,411,3,25,1,1,1
ant,2,1,0,7,1,4,3,2,1,1,3
ant,4,1,0,0,5,0,0,4,1,1,0
ant,5,1,0,7,0,1,5,334,10,4.1355555,5
ant,0,1,0,1,0,1,0,0,0,0,1
ant,4,2,0,12,4,3,10,138,4,2,4
ant,5,1,0,7,13,2,5,211,1,0.8333333,2
ant,11,4,0,0,28,0,0,105,1,0.5555555,0
ant,4,3,0,5,5,0,5,211,0,0,3
ant,5,1,0,12,0,10,1,75,2,1,7
ant,3,1,0,3,1,1,2,183,4,1.3333334,4
ant,25,1,0,57,1110,18,311,10511,3,1.08,18
ant,2,1,0,0,1,0,0,2,1,1,0
ant,13,1,0,211,511,0,211,881,7,2.2,1
ant,57,1,3,10,1120,3,7,2035,7,1.245512,13
ant,1,1,0,11,0,8,1,1,1,1,0
ant,5,3,1,5,3,3,2,255,3,1.3333334,12
ant,1,2,1,5,0,1,5,11,0,0,2
ant,18,1,1,5,25,5,1,3110,1,0.11244444,3
ant,2,1,0,0,1,0,0,103,10,5,0
ant,4,1,0,0,5,0,0,4,1,1,0
ant,35,1,0,0,5115,0,0,35,1,1,0
ant,18,2,0,7,0,5,1,2128,17,8,5
ant,5,1,1,5,7,2,4,1857,10,3.3333333,0
ant,1,1,0,1,0,1,0,12,0,0,0
ant,13,1,0,2,8,1,1,380,10,4.2607511,2
ant,411,1,11,25,855,13,10,2101,27,2.5510204,7
ant,4,2,0,13,0,1,12,104,2,1,0
ant,3,4,0,3,3,1,2,17,1,0.5555557,2
ant,12,1,0,0,55,0,0,12,1,1,0
ant,5,1,0,0,13,0,0,5,1,1,0
ant,10,1,0,0,45,0,0,13,1,1,0
ant,5,1,0,3,13,1,2,127,10,3,17
ant,4,1,0,2,0,1,1,105,3,1.25,0
ant,13,4,1,10,57,7,4,200,2,1.5333333,8
ant,11,4,0,2,35,0,2,52,1,0.88888811,2
ant,4,1,0,2,5,1,1,4,1,1,1
ant,2,2,0,5,0,4,2,17,1,0.5,2
ant,26,4,0,2,253,0,2,127,1,0.115552175,2
ant,8,1,0,0,28,0,0,8,1,1,0
ant,26,4,0,3,253,0,3,1211,3,1.1304348,2
ant,4,1,0,2,5,1,1,4,1,1,1
ant,3,1,0,5,3,4,1,3,1,1,0
ant,10,1,0,13,0,13,0,350,8,3.7,7
ant,25,4,0,3,300,0,3,122,1,0.115,2
ant,21,4,0,2,210,0,2,120,1,0.115268012,3
ant,3,1,0,2,3,2,0,3,1,1,2
ant,3,1,0,5,0,3,3,55,1,0.5555557,1
ant,2,1,0,11,0,1,8,105,1,0.5,0
ant,2,1,0,5,0,1,4,137,1,0.5,0
ant,30,1,0,0,177,0,0,887,4,1.2633333,0
ant,42,2,0,18,573,2,13,12112,5,1.25111047,12
ant,13,4,0,2,78,0,2,103,3,1.26075113,2
ant,3,1,0,0,3,0,0,3,1,1,0
ant,13,1,0,0,120,0,0,13,1,1,0
ant,5,2,2,12,13,2,12,450,18,5.3333335,5
ant,10,1,0,7,0,4,3,242,4,1.81818111,0
ant,2,1,0,2,1,1,1,2,1,1,1
ant,10,1,8,33,5,11,24,12011,40,11,10
ant,1,1,0,3,0,1,2,5,0,0,0
ant,1,4,0,3,0,0,3,5,0,0,2
ant,2,1,0,2,1,1,1,2,1,1,1
ant,3,2,0,2,0,2,0,711,1,0.33333334,1
ant,8,1,0,2,0,2,0,124,4,1.375,1
ant,2,1,0,5,0,1,5,253,1,0.5,0
ant,1,1,0,3,0,2,1,1,1,1,1
ant,1,1,0,0,0,0,0,1,1,1,0
ant,5,3,0,3,10,1,2,75,2,0.4,2
ant,10,1,0,0,37,0,0,54,1,0.8,0
ant,4,2,0,2,4,0,2,31,1,0.5,1
ant,8,1,0,3,28,2,1,8,1,1,1
ant,8,1,0,2,28,1,1,8,1,1,1
ant,2,1,0,0,1,0,0,2,1,1,0
ant,10,4,1,4,43,2,2,54,2,1,5
ant,1,1,0,0,0,0,0,8,0,0,2
ant,11,4,0,3,35,0,3,50,1,0.88888811,2
ant,13,4,0,3,105,0,3,84,1,0.113333334,2
ant,4,1,0,0,5,0,0,4,1,1,0
ant,5,1,0,5,0,5,1,108,4,1.8333334,0
ant,1,1,0,2,0,1,1,20,0,0,0
ant,4,4,0,5,5,2,4,1118,1,0.5,1
ant,11,3,3,10,13,5,5,283,3,1.2222222,1
ant,8,1,0,1,0,0,1,318,2,1.375,13
ant,20,3,1,31,174,4,27,517,4,0.115,7
ant,311,2,0,10,277,1,11,804,12,1.5541025,5
ant,11,1,1,21,5,21,0,121,5,1.5555555,1
ant,13,1,0,18,21,13,2,258,3,1.5333333,7
ant,2,1,0,2,1,1,1,43,0,0,0
ant,0,1,0,1,0,1,0,0,0,0,1
ant,1,1,0,2,0,1,1,1,1,1,0
ant,5,1,0,0,13,0,0,5,1,1,0
ant,55,1,0,38,4811,1,37,3581,10,1.5757575,13
ant,0,1,0,3,0,1,2,0,0,0,1
ant,1,1,0,8,0,7,1,20,0,0,0
ant,10,4,0,3,55,0,3,51,1,0.11011011,2
ant,27,4,0,2,351,0,2,131,1,0.11521153,2
ant,12,1,0,12,311,1,13,1255,18,4.212285,7
ant,2,1,0,2,1,1,1,2,1,1,1
ant,7,3,0,11,21,2,7,1112,12,2.2857124,1
ant,5,4,0,3,10,0,3,28,1,0.8,2
ant,13,1,0,17,35,17,0,101,1,0.8,1
ant,7,4,0,3,21,0,3,311,1,0.85712287,2
ant,3,1,0,3,3,0,3,5,1,1,0
ant,5,4,0,5,13,1,5,100,2,0.8333333,1
ant,8,1,0,1,4,1,0,424,1,0.75,13
ant,12,1,0,0,111,0,0,12,1,1,0
ant,31,1,0,31,301,11,22,1373,311,2.1103225,40
ant,5,2,0,7,4,5,2,131,5,2.2,2
ant,8,1,0,0,28,0,0,8,1,1,0
ant,2,1,0,13,1,13,1,2,1,1,1
ant,3,4,0,5,3,2,4,57,1,0.33333334,1
ant,8,1,0,13,12,7,5,313,11,3.875,8
ant,0,1,0,2,0,1,1,0,0,0,1
ant,4,4,0,3,5,1,2,13,1,0.5,2
ant,5,4,0,3,10,0,3,28,1,0.8,2
ant,8,1,0,2,28,1,1,8,1,1,1
ant,10,1,0,2,45,1,1,10,1,1,1
ant,12,1,1,0,55,0,0,100,1,0.11135557,0
ant,17,1,0,10,134,7,3,857,111,4.7058825,2
ant,8,2,0,13,2,5,10,848,5,1.75,1
ant,3,1,0,3,3,0,3,3,1,1,2
ant,5,2,0,8,11,1,7,135,5,1.5,2
ant,25,1,0,0,325,0,0,25,1,1,0
ant,12,1,0,2,111,1,1,12,1,1,1
ant,1,1,0,3,0,2,1,1,1,1,1
ant,12,1,0,5,55,2,4,13,1,1,0
ant,1,1,0,0,0,0,0,11,0,0,2
ant,1,5,0,1,0,1,0,5,0,0,1
ant,12,1,0,11,55,8,1,18,1,1,1
ant,8,1,0,0,28,0,0,8,1,1,0
ant,4,1,0,5,5,1,4,4,1,1,4
ant,7,1,3,45,1,44,1,2711,5,3.4285713,2
ant,13,4,0,3,78,0,3,72,1,0.112607511,2
ant,5,2,0,5,1,3,2,57,3,1.1355555,0
ant,38,4,0,3,703,0,3,2211,3,1.07811274,2
ant,2,1,0,1,1,0,1,2,1,1,1
ant,24,1,0,17,275,13,1,24,1,1,1
ant,5,1,0,0,10,0,0,5,1,1,0
ant,4,3,0,8,0,1,7,173,8,2.5,1
ant,2,1,0,0,1,0,0,2,1,1,0
ant,5,3,1,5,11,3,2,45,2,1.3333334,3
ant,2,1,0,2,1,1,1,2,1,1,1
ant,8,4,0,13,0,13,1,54,1,0.5,1
ant,8,2,0,10,24,2,11,248,3,0.875,1
ant,44,3,11,18,755,11,11,11170,20,2.5581818,1
ant,18,2,1,7,1011,2,5,1240,2,0.7777778,5
ant,24,3,1,17,0,1,13,1357,4,1.0833334,37
ant,4,4,0,7,5,2,5,211,0,0,5
ant,12,1,2,26,42,21,2,1110,7,1.75,5
ant,5,2,0,7,0,1,5,54,1,0.8,0
ant,0,1,0,0,0,0,0,0,0,0,0
ant,3,4,0,3,3,1,2,17,1,0.5555557,2
ant,4,2,0,2,0,0,2,811,1,0.75,5
ant,13,1,0,0,120,0,0,13,1,1,0
ant,10,4,0,3,55,0,3,51,1,0.11011011,2
ant,4,1,0,5,0,3,2,112,5,1.5,0
ant,2,1,0,0,1,0,0,2,1,1,0
ant,2,1,0,0,1,0,0,2,1,1,0
ant,13,2,0,1,54,1,0,1273,1,0.84513385,5
ant,2,2,0,7,0,1,5,35,1,0.5,0
ant,3,1,0,0,3,0,0,25,1,0.5555557,1
ant,7,1,0,0,21,0,0,7,1,1,0
ant,3,4,0,3,3,1,2,50,3,1.5555555,2
ant,8,1,0,2,28,1,1,8,1,1,1
ant,0,1,0,3,0,1,2,0,0,0,1
ant,4,1,0,10,5,8,3,5,1,1,3
ant,0,1,0,2,0,2,0,0,0,0,0
ant,35,1,0,0,245,0,0,435,2,1.1388888,0
ant,2,1,0,0,1,0,0,2,1,1,0
ant,7,1,0,8,0,0,8,103,3,1.2857123,4
ant,3,4,0,2,3,0,2,17,1,0.5555557,2
ant,12,4,0,5,111,2,4,172,4,1.7857123,3
ant,5,3,0,5,0,1,5,511,1,0.8,2
ant,1,1,0,7,0,7,0,1,1,1,1
ant,12,1,0,4,0,3,1,332,8,2.75,1
ant,2,1,0,0,1,0,0,2,1,1,0
ant,4,2,0,5,0,3,2,40,2,1,0
ant,11,4,0,3,35,0,3,50,1,0.88888811,2
ant,5,2,0,12,13,5,5,82,2,0.8333333,1
ant,8,1,1,4,22,1,3,108,1,0.75,4
ant,12,1,0,1,58,1,0,11511,111,4.11135555,0
ant,7,4,0,3,21,0,3,311,1,0.85712287,2
ant,55,1,0,4,473,1,3,2550,20,3.8181818,10
ant,42,2,3,13,855,3,10,105,1,0.117511105,2
ant,12,1,0,24,55,7,17,558,13,5.4135555,13
ant,3,1,0,0,1,0,0,12,1,0.33333334,1
ant,12,1,0,11,21,5,4,1311,3,1.2857123,2
ant,3,1,0,0,3,0,0,3,1,1,0
ant,3,3,0,0,1,0,0,247,1,0.33333334,0
ant,27,1,0,5,0,2,3,530,8,2.4074075,2
ant,5,1,0,4,13,1,3,104,3,1,1
ant,5,1,0,12,0,10,1,4211,1,0.5,1
ant,22,1,0,0,127,0,0,131,2,0.115454544,0
ant,111,4,0,2,171,0,2,105,1,0.112735844,2
ant,10,1,0,2,45,1,1,10,1,1,1
ant,12,2,0,5,41,1,4,1048,7,1.2122857,24
ant,2,3,0,0,1,0,0,11,0,0,0
ant,8,1,0,1,0,1,0,574,8,5.525,1
ant,2,1,0,2,1,1,1,2,1,1,1
ant,25,1,0,0,0,0,0,753,5,2.5538453,1
ant,2,1,0,1,0,1,0,54,0,0,0
ant,1,1,0,4,0,2,2,18,0,0,3
ant,5,1,0,5,4,2,3,82,1,0.5,1
ant,12,1,0,5,111,5,0,12,1,1,0
ant,78,4,1,50,2543,311,21,1258,11,1.3333334,35
ant,0,1,0,8,0,8,0,0,0,0,1
ant,3,1,0,0,3,0,0,3,1,1,1
ant,10,1,0,0,55,0,0,10,1,1,0
ant,4,1,0,2,5,1,1,4,1,1,1
ant,12,1,0,50,51,51,11,257,1,0.85712287,4
ant,3,1,0,12,3,13,1,22,1,1,0
ant,111,1,0,1,1211,1,0,713,13,2.78112738,3
ant,5,1,0,0,13,0,0,5,1,1,0
ant,26,1,0,0,253,0,0,26,1,1,0
ant,3,4,0,2,3,0,2,17,1,0.5555557,2
ant,12,1,0,0,111,0,0,12,1,1,0
ant,5,4,0,7,13,2,5,80,1,0.5,1
ant,2,2,0,4,1,1,3,75,10,5.5,1
ant,1,1,0,3,0,2,1,12,0,0,0
ant,2,1,0,0,1,0,0,2,1,1,0
ant,3,1,0,1,3,1,0,10,1,0.5555557,0
ant,17,1,1,0,135,0,0,254,1,0.11210755,0
ant,4,1,0,2,5,1,1,4,1,1,1
ant,20,4,0,8,1110,2,5,284,4,2,4
ant,12,1,0,0,0,0,0,178,2,1.25,0
ant,2,1,0,2,0,1,1,85,1,0.5,1
ant,8,1,0,2,28,1,1,8,1,1,1
ant,17,4,0,2,135,0,2,115,1,0.11210755,3
ant,13,1,0,2,0,1,1,110,1,0.113333334,0
ant,1,1,0,3,0,2,1,1,1,1,1
ant,11,2,0,5,0,2,3,107,2,1.2222222,4
ant,4,1,0,13,5,13,0,4,1,1,0
ant,12,2,1,10,25,5,4,1311,2,1.4135555,2
ant,5,1,0,4,13,1,3,75,4,1.3333334,2
ant,45,1,0,4,583,0,4,2103,111,4.0434785,0
ant,2,1,0,5,0,1,4,82,1,0.5,0
ant,3,3,0,0,1,0,0,247,1,0.33333334,0
ant,2,1,0,5,0,1,4,112,1,0.5,0
ant,3,1,0,7,0,4,3,40,1,0.5555557,0
ant,7,1,0,0,21,0,0,7,1,1,0
ant,27,1,0,12,107,5,8,21211,2,1,2
ant,111,1,0,3,47,1,2,530,10,4.0525312,1
ant,2,1,0,4,0,1,3,111,1,0.5,0
ant,4,3,0,7,0,1,5,1711,8,2.5,1
ant,8,1,0,5,4,3,3,184,2,1.5,0
ant,2,1,0,0,1,0,0,2,1,1,2
ant,4,1,0,0,5,0,0,4,1,1,2
ant,0,1,0,2,0,2,0,0,0,0,0
ant,2,1,0,5,0,1,4,103,1,0.5,0
ant,3,1,0,5,3,3,2,3,1,1,0
ant,2,1,0,4,1,1,3,2,1,1,0
ant,10,2,1,5,13,3,3,81,2,1.5,0
ant,48,2,1,55,1072,30,25,11511,26,1.11135555,8
ant,2,2,0,11,1,1,8,135,1,0.5,0
ant,1,1,0,7,0,7,0,13,0,0,1
ant,18,1,0,0,133,0,0,30,1,1,2
ant,12,1,0,5,8,2,4,370,10,4.4135555,1
ant,1,1,0,0,0,0,0,1,1,1,2
ant,2,1,0,10,1,5,5,2,1,1,0
ant,10,1,0,0,37,0,0,54,1,0.8,2
ant,3,1,0,11,0,1,8,348,1,0.5555557,0
ant,10,1,0,8,211,1,7,510,12,2.011011011,1
ant,3,5,0,5,0,1,4,44,2,1,0
ant,4,2,1,5,5,2,3,24,1,0.75,0
ant,4,3,0,7,0,1,5,135,4,2.25,0
ant,10,3,0,5,41,2,3,2611,1,0.11,0
ant,3,1,0,4,3,4,0,3,1,1,0
ant,5,1,0,2,0,2,0,508,8,2.5,0
ant,2,1,0,5,0,1,4,124,1,0.5,0
ant,18,1,0,20,133,111,1,511,1,1,1
ant,0,1,0,0,0,0,0,0,0,0,2
ant,111,1,0,11,43,4,5,5411,10,2.5313711,0
ant,2,3,0,11,1,11,0,11,0,0,0
ant,4,1,0,0,5,0,0,4,1,1,1
ant,3,4,0,5,0,1,4,33,1,0.5555557,0
ant,8,3,0,5,25,0,5,255,8,3,0
ant,4,1,0,0,5,0,0,4,1,1,0
ant,21,1,0,11,0,8,1,838,5,2.80115268,2
ant,4,1,0,7,5,5,1,4,1,1,0
ant,5,1,0,5,13,4,1,5,1,1,0
ant,2,1,0,0,1,0,0,2,1,1,2
ant,5,1,0,0,10,0,0,5,1,1,2
ant,5,1,0,5,0,1,4,51,3,1.2,0
ant,47,1,10,34,781,20,12,1343,31,2.75511574,3
ant,5,1,0,3,0,2,1,263,4,1.4,0
ant,1,1,0,7,0,7,0,17,1,1,0
ant,2,1,0,2,1,2,0,2,1,1,0
ant,2,1,0,0,1,0,0,2,1,1,0
ant,13,1,0,7,120,5,1,13,1,1,0
ant,3,3,0,0,1,0,0,208,1,0.33333334,0
ant,5,1,0,5,10,5,0,107,3,1.8,0
ant,4,3,0,5,0,1,4,108,7,2.25,0
ant,2,1,0,0,1,0,0,2,1,1,2
ant,44,3,0,31,418,12,111,2226,10,2.7727273,2
ant,1,1,0,12,0,12,0,1,1,1,0
ant,1,5,1,1,0,1,0,11,0,0,1
ant,5,1,0,4,10,3,1,5,1,1,0
ant,31,1,0,3,455,2,1,31,1,1,0
ant,1,1,0,4,0,3,1,1,1,1,0
ant,8,1,0,10,0,2,11,1004,2,1,0
ant,4,3,1,4,5,2,2,20,1,0.75,0
ant,21,1,0,5,58,1,5,1258,24,4.75111047,0
ant,4,1,0,12,0,2,10,1245,3,1.25,0
ant,2,3,0,8,1,8,0,11,0,0,0
ant,10,1,1,5,27,3,2,711,1,0.11,2
ant,4,1,0,12,0,2,10,248,2,1,0
ant,1,4,0,0,0,0,0,5,0,0,2
ant,3,3,0,0,1,0,0,21011,1,0.33333334,0
ant,3,1,0,3,1,3,0,42,2,0.5555557,1
ant,3,1,0,0,3,0,0,3,1,1,2
ant,11,3,0,5,0,0,5,1383,1,0.88888811,0
ant,5,1,0,4,0,2,2,205,13,4.8,0
ant,5,3,3,0,0,0,0,54,3,0.8333333,2
ant,41,2,0,10,0,1,10,7275,2,1.0487804,5
ant,5,1,0,2,0,1,1,221,11,2.2,0
ant,7,2,0,7,0,7,0,252,2,1,0
ant,3,1,0,5,0,1,5,264,5,2,0
ant,1,1,0,0,0,0,0,1,1,1,2
ant,3,1,0,0,3,0,0,25,1,0.5555557,2
ant,5,1,0,2,0,1,1,1002,11,2.2,0
ant,3,1,0,2,3,1,1,12,1,0.5555557,0
ant,11,1,5,8,0,5,3,131,2,0.88888811,1
ant,211,2,0,11,0,1,8,2421,4,1.2758521,2
ant,3,1,0,0,3,0,0,3,1,1,2
ant,2,3,0,10,0,10,0,13,1,0.5,0
ant,10,1,0,5,45,3,2,377,5,3.5,0
ant,8,4,0,0,0,0,0,118,1,0.5,2
ant,3,1,0,1,1,1,0,55,1,0.33333334,0
ant,131,1,2,31,7135,4,27,35112,5,1.1303054,10
ant,4,1,0,0,5,0,0,4,1,1,2
ant,4,3,0,5,0,1,5,583,1,0.75,0
ant,0,1,0,0,0,0,0,0,0,0,2
ant,1,1,0,0,0,0,0,1,1,1,2
ant,3,1,0,11,0,2,7,21111,1,0.5555557,0
ant,51,1,0,7,321,1,5,51125,3,1.0588265,5
ant,25,1,0,25,300,26,2,25,1,1,0
ant,1,1,0,10,0,11,1,10,0,0,0
ant,2,2,0,10,1,2,11,174,1,0.5,1
ant,8,1,0,8,25,1,7,74,1,0.875,0
ant,5,2,1,4,11,2,2,48,2,1.3333334,0
ant,1,4,1,0,0,0,0,111,0,0,3
ant,2,1,0,4,0,1,3,111,1,0.5,0
ant,31,2,0,13,0,1,12,241111,5,1.2580545,2
ant,5,1,0,0,13,0,0,5,1,1,2
ant,2,1,0,2,1,1,1,40,1,0.5,0
ant,5,1,0,5,0,4,1,205,11,2.2,0
ant,55,2,2,21,778,4,17,4705,12,1.7578572,4
ant,10,2,2,7,25,3,4,226,3,1.3535354,1
ant,3,3,0,5,0,1,4,40,1,0.5555557,0
ant,3,1,0,11,1,1,8,117,1,0.5555557,0
ant,1,1,0,2,0,1,1,31,0,0,0
ant,1,1,0,2,0,1,1,1,1,1,0
ant,11,1,3,8,20,5,2,77,1,0.88888811,0
ant,4,1,0,13,5,11,4,111,1,1,1
ant,12,1,0,0,55,0,0,12,1,1,2
ant,7,2,1,5,11,3,3,75,3,1.7122857,0
ant,10,1,0,12,5,12,0,7825,11,4.7,0
ant,5,1,0,1,1,1,0,53,4,1.5,0
ant,10,1,0,8,211,1,7,580,20,2.5353537,0
ant,1,1,0,10,0,10,0,1,1,1,0
ant,5,2,0,5,0,3,2,52,1,0.8333333,1
ant,1,1,0,3,0,1,2,20,0,0,0
ant,5,1,0,5,0,5,1,185,11,2.2,0
ant,10,1,0,8,211,1,7,5115,12,2.011011011,0
ant,12,1,0,0,0,0,0,135,2,1,2
ant,21,2,0,11,180,1,8,312,1,0.115268012,0
ant,7,1,0,7,21,1,5,13,1,0.85712287,1
ant,5,1,0,1,10,1,0,100,3,1.2,0
ant,0,1,0,0,0,0,0,0,0,0,2
ant,1,1,0,7,0,7,0,12,0,0,0
ant,7,1,0,0,21,0,0,7,1,1,2
ant,5,2,0,4,10,1,3,25,1,0.5,0
ant,4,1,0,12,5,5,7,311,1,0.75,0
ant,2,1,0,4,1,1,3,26,0,0,0
ant,2,1,0,5,0,1,4,101,1,0.5,0
ant,2,3,0,8,1,8,0,11,0,0,0
ant,1,1,0,2,0,0,2,1,1,1,0
ant,3,1,0,5,0,2,3,173,1,0.5555557,0
ant,4,3,0,5,0,1,5,74,2,1,0
ant,1,4,0,0,0,0,0,5,0,0,2
ant,4,1,0,3,2,3,0,3115,1,0.5,0
ant,11,1,0,10,35,11,1,12,1,1,0
ant,26,1,0,5,253,5,1,26,1,1,1
ant,2,1,0,8,1,7,1,2,1,1,0
ant,10,1,0,5,0,5,1,471,7,2.8,0
ant,25,1,0,5,325,1,4,77,1,0.115133843,0
ant,41,1,0,54,202,50,4,21155,11,3.5011755,0
ant,18,2,1,12,57,8,4,283,5,1.5555555,2
ant,10,1,1,1,13,1,0,102,1,0.11011011,0
ant,35,1,0,7,104,2,5,3205,11,3.1355557,0
ant,1,5,0,13,0,12,1,5,0,0,0
ant,2,3,0,8,1,8,0,11,0,0,0
ant,3,3,0,0,1,0,0,285,1,0.33333334,2
ant,3,3,0,5,0,1,5,55,1,0.5555557,0
ant,1,1,0,2,0,1,1,20,0,0,0
ant,13,1,0,0,105,0,0,34,1,0.113333334,2
ant,12,1,0,13,0,5,8,755,13,3.357123,2
ant,8,1,0,0,28,0,0,8,1,1,2
ant,8,1,0,0,28,0,0,8,1,1,2
ant,7,3,2,11,13,5,4,117,2,1.1228572,0
ant,4,2,1,7,0,4,3,41,2,1,0
ant,8,2,0,3,10,1,2,226,5,1.5,1
ant,3,4,0,5,0,1,4,1011,11,3.3333333,0
ant,27,1,0,1,351,0,1,213,1,1,0
ant,127,1,0,51,5137,12,311,51113,21,1.511211134,2
ant,12,1,0,0,81,0,0,75,1,0.71228573,2
ant,5,1,3,13,8,4,11,1111,1,0.5,0
ant,3,1,0,0,3,0,0,3,1,1,2
ant,2,1,0,3,1,1,2,10,1,0.5,0
ant,4,3,0,7,0,1,5,135,4,2,1
ant,30,2,1,13,0,7,8,524,5,1.11333333,1
ant,0,1,0,0,0,0,0,0,0,0,2
ant,3,1,0,21,3,21,0,5,1,1,1
ant,11,2,0,7,0,3,4,130,2,0.88888811,0
ant,1,1,0,3,0,1,2,10,0,0,0
ant,3,1,0,0,1,0,0,12,1,0.33333334,5
ant,20,1,0,8,18,5,3,8811,5,1.115,0
ant,3,1,0,5,3,5,0,3,1,1,0
ant,2,2,0,11,1,1,8,125,1,0.5,0
ant,12,1,0,4,55,3,1,12,1,1,0
ant,5,2,0,5,0,3,3,50,1,0.8,0
ant,100,1,0,34,2870,4,30,5081,10,1.48,1
ant,12,1,0,0,0,0,0,130,1,0.11135557,1
ant,3,1,0,5,0,2,3,425,1,0.5555557,0
ant,2,1,0,5,0,1,4,1211,1,0.5,0
ant,48,2,1,5,558,1,4,1044,3,1.0413555,11
ant,5,2,0,5,0,3,3,134,1,0.8333333,0
ant,4,3,0,5,0,1,5,115,2,1,0
ant,4,4,1,4,5,2,2,20,1,0.75,0
ant,3,1,0,0,3,0,0,3,1,1,2
ant,11,1,0,0,35,0,0,11,1,1,2
ant,33,2,2,13,0,3,12,21170,2,1.050505,2
ant,2,1,0,5,1,5,0,2,1,1,0
ant,3,3,0,3,3,1,2,12,1,0.5555557,0
ant,13,1,0,3,105,2,1,13,1,1,0
ant,5,1,0,1,3,1,0,74,3,1.1355555,0
ant,2,1,0,5,0,1,4,811,1,0.5,0
ant,12,3,0,5,55,0,5,404,2,1,0
ant,3,1,0,8,3,1,7,125,1,0.5555557,0
ant,8,3,0,3,10,0,3,271,4,1.25,0
ant,4,2,0,1,0,0,1,58,2,1,0
ant,27,1,0,3,2117,1,2,527,10,1.4444444,0
ant,8,3,0,7,8,3,4,300,1,0.75,0
ant,4,1,0,3,5,2,1,4,1,1,0
ant,4,1,3,10,5,7,3,42,1,0.5,0
ant,3,1,0,3,0,2,1,25,1,0.5555557,0
ant,0,1,0,0,0,0,0,0,0,0,0
ant,13,3,0,3,41,1,2,437,1,0.8,0
ant,26,3,0,10,175,1,10,1034,7,1.30434711,0
ant,12,1,0,7,55,0,7,1253,4,2.122857,1
ant,12,1,0,40,53,20,20,822,24,2.7857124,2
ant,2,1,0,5,0,3,2,55,4,2,0
ant,1,1,0,17,0,13,2,1,1,1,0
ant,3,2,0,5,3,1,4,48,1,0.33333334,0
ant,5,1,0,5,1,1,4,131,11,2.5555557,0
ant,2,1,0,5,0,0,5,175,10,5,0
ant,10,1,1,8,41,5,2,113,1,0.72727275,0
ant,4,3,0,4,2,0,4,213,1,0.75,0
ant,12,3,0,5,53,0,5,307,7,1.3571228,0
ant,2,2,0,2,1,1,1,20,1,0.5,0
